"dep"|"slug"|"rec"|"rec_url"
"PRODECON"|"prodecon"|"Registro único de Sindicos"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/relaciones_institucionales/registro_sindicos_formatos.csv"
"PRODECON"|"prodecon"|"Registro de Contribuyentes Organizados"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/relaciones_institucionales/registro_contribuyentes.csv"
"PRODECON"|"prodecon"|"Registro de Contribuyentes Organizados"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/relaciones_institucionales/registro_contribuyentes_acuerdos.csv"
"PRODECON"|"prodecon"|"Convenios de Colaboración"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/relaciones_institucionales/Convenios.csv"
"PRODECON"|"prodecon"|"Registro único de Sindicos"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/relaciones_institucionales/registro_sindicos.csv"
"CONAGUA"|"conagua"|"Otorgamiento de concesiones, asignaciones y permisos para el uso explotación y/o aprovehcamiento de las aguas nacionales y sus bienes púbicos inherentes, así como el registro de obra situadas en zonas de libre alumbramiento."|"http://201.116.60.46/DatosAbiertos/Otorgamiento_de_Concesiones.zip"
"CONAGUA"|"conagua"|"Relación de acuíferos con ordenamiento, indicando el tipo (veda, reglamento, reserva), la fecha de su emisión, sus límites  y cobertura geográfica (shape files).                                                                Mapa que ilustra la ubicación de los acuíferos con ordenamiento."|"http://201.116.60.46/DatosAbiertos/Relacion_acuiferos_ordenamiento_indicando_tipo_vedas.rar"
"CONAGUA"|"conagua"|"Estudios de acuíferos"|"http://201.116.60.46/DatosAbiertos/Estudios_de_AcuIferos.csv"
"CONAGUA"|"conagua"|"Disponibilidad media de agua superficial, por cuenca."|"http://201.116.60.46/DatosAbiertos/Disponibilidad_media_de_agua_superficial_por_cuenca..csv"
"CONAGUA"|"conagua"|"Estaciones hidrométricas en  operación.                                                   "|"http://201.116.60.46/DatosAbiertos/Estaciones_hidrometricas_en_operacion.csv"
"CONAGUA"|"conagua"|"Relación de proyectos de delimitación de zonas federales aprobados.                                                               "|"http://201.116.60.46/DatosAbiertos/Relacion_proyectos_delimitacion_zonas_federales_aprobados.csv"
"CONAGUA"|"conagua"|"Por rubro de aplicación de los recursos asignados de los programas de agua potable, alcantarillado y saneamiento. "|"http://201.116.60.46/DatosAbiertos/Por_rubro_de_aplicacion_recursos_programas_APAyS.csv"
"CONAGUA"|"conagua"|"Localidad, capacidad instalada, caudal tratado por proceso de tratamiento de agua residual, cuerpo receptor de aguas residuales municipales."|"http://201.116.60.46/DatosAbiertos/Catalogo_de_Plantas_de_Tratamiento_Aguas_Residuales.csv"
"CONAGUA"|"conagua"|"Caudal de aguas potabilizadas, capacidad instalada, principales procesos de potabilización."|"http://201.116.60.46/DatosAbiertos/Catalogo_de_Plantas_Potabilizadoras_Municipales_en_Operacion.csv"
"CONAGUA"|"conagua"|"Temperatura máxima promedio"|"http://201.116.60.46/DatosAbiertos/Temperatura_maxima.csv"
"CONAGUA"|"conagua"|"Inventario Institucional de Datos de CONAGUA"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1084/Copia_de_Inventario_de_Datos_Abiertos_Conagua_24nov2015.xlsx"
"CONAGUA"|"conagua"|"Temperatura promedio"|"http://201.116.60.46/DatosAbiertos/Temperatura_promedio.csv"
"CONAGUA"|"conagua"|"Precipitación promedio "|"http://201.116.60.46/DatosAbiertos/Precipitacion_promedio.csv"
"CONAGUA"|"conagua"|"Temperatura mínima promedio"|"http://201.116.60.46/DatosAbiertos/Temperatura_minima.csv"
"CONAGUA"|"conagua"|"Espacios de Cultura del Agua (ECA)EventosMaterial Didáctico Lúdico e InformativoFormación de CompetenciasProyectos de impacto social"|"http://201.116.60.46/DatosAbiertos/Espacios_de_Cultura_del_Agua.zip"
"AGROASEMEX"|"agroasemex"|"Programa de Subsidio a la Prima del Seguro - Pecuario"|"http://www.agroasemex.gob.mx/Portals/0/Docs/Programa_subsidio_a_la_prima_del_seguro_agropecuario_Pecuario.csv"
"AGROASEMEX"|"agroasemex"|"Programa de Subsidio a la Prima del Seguro - Agrícola"|"http://www.agroasemex.gob.mx/Portals/0/Docs/Programa_subsidio_a_la_prima_del_seguro_agropecuario_Agricola.csv"
"AGROASEMEX"|"agroasemex"|"Padrón de Integrantes del Sistema Nacional de Aseguramiento al Medio Rural"|"http://www.agroasemex.gob.mx/Portals/0/Docs/Padron_de_integrantes_sistema_nacional_de_aseguramiento_al_medio_rural.csv"
"CONAGUA"|"conagua"|"Meteorología y climatología"|"http://poc-conagua.appspot.com/publico.jsp"
"CONAGUA"|"conagua"|"Ciclones tropicales"|"http://201.116.60.46/DatosAbiertos/Pronostico_temporada_de_ciclones.pdf"
"INEGI"|"inegi"|"Red Nacional de Caminos"|"http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/caminos/702825278724.zip"
"CICY"|"cicy"|"Plan de Apertura Institucional de CICY"|"http://adela.datos.gob.mx/plan-de-apertura/cicy/export.csv"
"CICY"|"cicy"|"Inventario Institucional de Datos de CICY"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/887/2015_CICY_inventario_general_datos_vSubir02.xlsx"
"CENAPRED"|"cenapred"|"Albergues temporales en Jalisco"|"http://catalogo.datos.gob.mx/dataset/6bede3b9-5d95-4a72-bd8b-118e1f1f259b/resource/336269a8-10d8-4259-8cdb-cc5e0957a626/download/jaliscoshape.zip"
"CENAPRED"|"cenapred"|"Albergues temporales en Nayarit"|"http://catalogo.datos.gob.mx/dataset/094d70fb-411c-466a-94b0-a42ea5c1f25e/resource/e1f7e9c3-720b-4b7d-b482-2227c8c85cf1/download/nayaritshape.zip"
"CENAPRED"|"cenapred"|"Albergues temporales en Colima"|"http://catalogo.datos.gob.mx/dataset/46f02a67-02b5-4e83-9477-51ebb9204db1/resource/68cefbc4-6b11-4ed5-b138-ec74a6787556/download/colimashape.zip"
"INEGI"|"inegi"|"Bancos Colima, Nayarit y Jalisco."|"http://catalogo.datos.gob.mx/dataset/a72ed368-048c-4d36-85e0-3642da64d773/resource/ded84a05-e6f3-47cf-8752-94c94bfca9ba/download/bancos.csv"
"INEGI"|"inegi"|"Red Hidrográfica escala 1:50 000. Baja California Sur"|"http://www.inegi.org.mx/geo/contenidos/recnat/hidrologia/descarga.aspx"
"INEGI"|"inegi"|"Red Hidrográfica escala 1:50 000. Baja California Sur"|"http://www.inegi.org.mx/geo/contenidos/recnat/hidrologia/descarga.aspx"
"CENAPRED"|"cenapred"|"Presas"|"http://catalogo.datos.gob.mx/dataset/2ced0c29-530c-4dcf-858c-d985bb61084e/resource/e77c7054-4928-4987-9665-003fec57f927/download/presas.zip"
"CENAPRED"|"cenapred"|"Laderas"|"https://www.dropbox.com/s/qpul030kakd0qyi/laderas.zip?dl=1"
"CENAPRED"|"cenapred"|"Inundaciones"|"http://catalogo.datos.gob.mx/dataset/a58f2455-3f5d-4464-8f8f-ac2a7c796865/resource/3df3cd7e-3c92-47a3-9efb-a12f9b3c4992/download/inundaciones.zip"
"CENAPRED"|"cenapred"|"Atlas de Riesgo, Shape Hidrometeorológicos y geológicos de impacto en Manzanillo​"|"https://drive.google.com/uc?export=download&id=0Bw1YBQEbBwzDN0paeWt3RGpBY2M"
"CENAPRED"|"cenapred"|"Municipios en declaratoria de emergencia por el Huracán Patricia"|"https://www.dropbox.com/s/3qotvuoby679yxj/capa_dec_patricia.zip?dl=1"
"INEGI"|"inegi"|"Cartografía Censo de Población y Vivienda 2010"|"http://www.inegi.org.mx/est/contenidos/Proyectos/Descargas/Emergencias/cartografia_censo_pob_y_viv/zona_costera/zona_costera.zip"
"INEGI"|"inegi"|"Datos de Población y Vivienda 2010"|"http://www.inegi.org.mx/est/contenidos/Proyectos/Descargas/Emergencias/poblacion_y_vivienda/zona_costera/zona_costera.zip"
"INEGI"|"inegi"|"Limites Geoestadísticos Urbanos y Rurales 2015"|"http://www.inegi.org.mx/est/contenidos/Proyectos/Descargas/emergencias/limites_geoestadisticos/doc/limites_geoestadisticos_pacifico.zip"
"INEGI"|"inegi"|"Continuo de elevaciones Mexicano"|"http://www.inegi.org.mx/est/contenidos/Proyectos/Descargas/Emergencias/continuo_elevaciones_mexicanos/zona_costera.zip"
"HIMFG"|"himfg"|"Inventario Institucional de Datos de HIMFG"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/863/02_Inventario_Institucional_de_Datos.xlsx"
"HIMFG"|"himfg"|"Cursos de Especialidades"|"http://himfg.com.mx/interior/DatosAbiertos/HIMFG_Conjunto_de_datos_Cursos.csv"
"HIMFG"|"himfg"|"Estudios de imagenología"|"http://himfg.com.mx/interior/DatosAbiertos/HIMFG_Radiologia.csv"
"HIMFG"|"himfg"|"PRODUCTOS ANUALES"|"http://himfg.com.mx/interior/DatosAbiertos/HIMFG_Productos_Obtenidos2014.csv"
"HIMFG"|"himfg"|"Consulta Externa para pacientes de 1a vez de 2012 a 2014"|"http://himfg.com.mx/interior/DatosAbiertos/ConsultaExternadePriemraVez.rar"
"HIMFG"|"himfg"|"Contratos del 2011 a 2014 "|"http://himfg.com.mx/interior/DatosAbiertos/Contratos.rar"
"HIMFG"|"himfg"|"Plan de Apertura Institucional de HIMFG"|"http://adela.datos.gob.mx/plan-de-apertura/himfg/export.csv"
"CONAVI"|"conavi"|"Distribución de los Subsidios otorgados por el Programa. "|"http://www.conavi.gob.mx/datosabiertos/subsidios/2015/Subsidios_Acum.csv"
"CONAVI"|"conavi"|"Tabla de datos de los Financiamientos a las viviendas otorgados otorgados por los ONAVIs."|"http://www.conavi.gob.mx/datosabiertos/financiamientos/2015/Financiamientos_Acum.csv"
"PRODECON"|"prodecon"|"Recomendaciones públicas a las autoridades fiscales federales"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/analisis_sistemicos_y_estudios_tecnicos/analisis_sistemico_recomendaciones_sistemicas.csv"
"PRODECON"|"prodecon"|"Criterios Normativos, Sustantivos y Jurisdiccionales y Obtenidos en Recurso de Revocación."|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativo_criterios_jurisdiccionales/criterios_jurisdiccionales.csv"
"PRODECON"|"prodecon"|"Investigaciones sobre los problemas del sistema tributario "|"http://www.prodecon.gob.mx/datosAbiertos/CSV/analisis_sistemicos_y_estudios_tecnicos/analisis_sistemicos_Inv_sistema_tributario.csv"
"PRODECON"|"prodecon"|"Lineamientos"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativos_leyes_federales/Lineamientos.csv"
"PRODECON"|"prodecon"|"Estatuto Orgánico"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativos_leyes_federales/Estatuto_Organico.csv"
"PRODECON"|"prodecon"|"Ley Federal de los Derechos del Contribuyente"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativos_leyes_federales/Ley_Federal.csv"
"PRODECON"|"prodecon"|"Ley orgánica"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativos_leyes_federales/Ley_Organica.csv"
"PRODECON"|"prodecon"|"Acuerdos Conclusivos"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/acuerdos_conclusivos/DATOS_ACUERDOS_CONCLUSIVOS.csv"
"PRODECON"|"prodecon"|"Criterios Normativos, Sustantivos y Jurisdiccionales y Obtenidos en Recurso de Revocación."|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativo_criterios_normativos/Criterios_Normativos.csv"
"PRODECON"|"prodecon"|"Criterios Normativos, Sustantivos y Jurisdiccionales y Obtenidos en Recurso de Revocación."|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativo_criterios_sustantivos/Criterios_sustantivos.csv"
"PRODECON"|"prodecon"|"Acuerdos Generales de la Procuraduría de la Defensa del Contribuyente"|"http://www.prodecon.gob.mx/datosAbiertos/CSV/marco_normativo_acuerdos_generales/Marco_Normativo_Acuerdos_Generales.csv"
"CONUEE"|"conuee"|"Listas de rendimientos de combustibles en vehículos ligeros de venta en México"|"http://www.conuee.gob.mx/wb/Conuee/datos_abiertos_no_vista"
"CONUEE"|"conuee"|"Tabla de municipios con Opinion Técnica Inicial de la CONUEE, la cual regleja los ahorros de energía Electrica por la sustitución de sistema de iluminación infecientes por eficientes que se pretenden llevar a cabo de 2014 - 2015 "|"http://www.conuee.gob.mx/wb/Conuee/datos_abiertos_no_vista"
"CONAPESCA"|"conapesca"|"Tabla de pescadores capacitados en materia de seguridad de la vida humana en el mar por estado en 2014"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Capacitados_seguridad%20vida%20humana_mar%202014.csv"
"CONAPESCA"|"conapesca"|"Tabla de la producción pesquera  por oficina de pesca de 2006-2014"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Produccion_Pesquera_2006_2014.zip"
"CONAPESCA"|"conapesca"|"Tabla de Beneficiarios de sistema satelital apoyadas por municipio 2011, 2013 - 2015   (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/SistemaSatelital_2011_2013-2015.zip"
"CONAPESCA"|"conapesca"|"Tabla de Beneficiarios de artes de pesca apoyadas por municipio 2011 (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/ArtePesca_2011.csv"
"CONAPESCA"|"conapesca"|"Tabla de Beneficiarios de embarcaciones sustituidas por municipio 2011 - 2015 (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Embarcacion_2011-2015.zip"
"CONAPESCA"|"conapesca"|"Tabla de Beneficiarios de hieleras apoyadas por municipio 2011, 2013 -2015 (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Hielera_2011_2013-2015.csv"
"CONAPESCA"|"conapesca"|"Tabla de Beneficiarios de motores sustituidos por municipio 2008 - 2015 (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Motor_2008-2015.zip"
"CONAPESCA"|"conapesca"|"Plan de Apertura Institucional de CONAPESCA"|"http://adela.datos.gob.mx/plan-de-apertura/conapesca/export.csv"
"CONAPESCA"|"conapesca"|"Tabla de unidades económicas beneficiadas en el componente de Desarrollo Estratégico de la Acuacultura por entidad federativa en el año 2014  (Versión pública)"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Beneficiarios_Desarrollo_Estrategico_Acuacultura_2014.csv"
"CONAPESCA"|"conapesca"|"Tabla de Inmuebles de Representación de la CONAPESCA por Entidad Federativa 2015"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Bienes_Inmuebles_CONAPESCA.csv"
"CONAPESCA"|"conapesca"|"Tabla de Instancias Ejecutoras para elaborar Proyectos de \"Ordenamiento Acuícola\" por entidad federativa o cuerpo de agua en los años 2008 al 2014 "|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Proyectos_Ordenamiento_Acuicola%20_2008_2014.zip"
"CONAPESCA"|"conapesca"|"Tabla de Instrumentos Internacionales de Pesca 1976-2014"|"http://www.conapesca.gob.mx/work/sites/cona/datosabiertos/Instrumentos_Internacionales.csv"
"SEMARNAT"|"semarnat"|"Programas de ordenamiento ecológico expedidos"|"http://dsiappsdev.semarnat.gob.mx/datos/OE_expedidos2015.csv"
"SEMARNAT"|"semarnat"|"Proyectos del anexo PEF 2013, 2014 y 2015"|"http://dsiappsdev.semarnat.gob.mx/datos/Proyectos_anexo_30.csv"
"Correos de México"|"cm"|"Nombre de la emisión"|"http://www.correosdemexico.gob.mx/datosabiertos/AsuntosJurIdicosSeguridadPostal/Filatelia.txt"
"Correos de México"|"cm"|"Edad promedio "|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/edadpromediomensualempleadosdeBase(42años)yconfianza(46años)Hombres(42años)Mujeres(44años).csv"
"Correos de México"|"cm"|"Estadística Regional Nacional en Reparto"|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/REPARTO_CGLO.csv"
"Correos de México"|"cm"|"Listados"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_materiales/relaciondecontratos.csv"
"Correos de México"|"cm"|"Reporte de giros postales expedidos y pagados "|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_finanzas/Girospostales.csv"
"Correos de México"|"cm"|"Informe de ingresos por líneas de negocio"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_finanzas/estadosderesultados.csv"
"Correos de México"|"cm"|"Inventario Institucional de Datos de CM"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/665/inventario_general_de_datos_SEPOMEX_29092015.xlsx"
"Correos de México"|"cm"|"Empleados inscritos en el Esquema de Productividad (nacional)"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_coordinacion_regional/Bonodeproductividad.csv"
"Correos de México"|"cm"|"Estadística Regional Nacional en Buzones y Apartados Postales"|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/BUZONESYAPARTADOSPOSTALES_CGLO.csv"
"Correos de México"|"cm"|"Listados"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_materiales/basedeinmuebles.csv"
"Correos de México"|"cm"|"Bienes Muebles"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_almacenes_abastecimiento/inventario.csv"
"Correos de México"|"cm"|"Indicador de Plazas Ocupadas."|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/indicadordeplazasocupadas2012y2015.csv"
"Correos de México"|"cm"|"Cursos de capacitación"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_reclutamiento_desarrollo_humano/plandecapacitacionanual.csv"
"Correos de México"|"cm"|"Plan de Apertura Institucional de CM"|"http://adela.datos.gob.mx/plan-de-apertura/cm/export.csv"
"Correos de México"|"cm"|"Comparativo anual de casos pagados y ocupación "|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/comparativosocupacionales.csv"
"Correos de México"|"cm"|"Organigrama Estructural vigente"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/organigramaestructuralvigentede296Plazasautorizadas.pdf"
"Correos de México"|"cm"|"Antigüedad promedio "|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/antiguedadpromediomensualempleadosdebase(16años)yconfianza(18años)Hombres(16años)Mujeres(18años).csv"
"Correos de México"|"cm"|"Tabulador de sueldos  de personal de Mando, Enlace, confianza y Base ordenado por importe neto y nivel."|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/tabuladoresdesueldos2015.csv"
"Correos de México"|"cm"|"Reporte de movimientos de personal ingresados al ISSSTE"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/movimentosanteelISSSTE.csv"
"Correos de México"|"cm"|"Reporte de las incidencias aplicadas en la nómina"|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/incidencias.csv"
"Correos de México"|"cm"|"Resumen mensual de retenciones ISSSTE."|"http://www.correosdemexico.gob.mx/datosabiertos/DCAF/s_recursos_humanos/ResumenmensualderetencionesalpersonalporcuotasISSSTEcorrespondientealejercicio2015.csv"
"Correos de México"|"cm"|"Archivo que contiene el número de contratos y convenios validados, en mateira de Adquisiciones y Servicios, Mensajería y Paquetería, Garantía de Volumen, Comisión Mercantíl, Servicio Ordinario, Servicios Postales, Filatélia, Acuerdos Internacionales y Convenios de Colaboración."|"http://www.correosdemexico.gob.mx/datosabiertos/Contratosyconveniosvalidados/Contratosyconveniosvalidados.ZIP"
"Correos de México"|"cm"|"Estadística Regional Nacional en Centros de Trabajo"|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/CENTROSDETRABAJO_CGLO.csv"
"Correos de México"|"cm"|"Estadística Regional Nacional en vehículos"|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/VEHICULOS_CGLO.csv"
"Correos de México"|"cm"|"Estadística Regional Nacional en Rezagos "|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/REZAGOS_CGLO.csv"
"Correos de México"|"cm"|"Estadística Regional Nacional en Sacas"|"http://www.correosdemexico.gob.mx/datosabiertos/CGLO/SACAS_CGLO.csv"
"Correos de México"|"cm"|"Archivo con la relación de inmuebles propiedad del Organismo"|"http://www.correosdemexico.gob.mx/datosabiertos/AsuntosJurIdicosSeguridadPostal/INMUEBLESPROPIOSCONESCRITURA.csv"
"Correos de México"|"cm"|"Archivo con la relación de bienes inmuebles en posesión del Organismo"|"http://www.correosdemexico.gob.mx/datosabiertos/AsuntosJurIdicosSeguridadPostal/INMUEBLESPROPIOSCONESCRITURA.csv"
"SHCP"|"shcp"|"Plan de Apertura Institucional de SHCP"|"http://adela.datos.gob.mx/plan-de-apertura/shcp/export.csv"
"SHCP"|"shcp"|"Proyectos 2014."|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Anexos_Informes_trimestrales/2014/Informe_definitivo/Informe_definitivo_2014.csv"
"SHCP"|"shcp"|"Cuenta Pública 2008"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2008.csv"
"SHCP"|"shcp"|"Cuenta Pública 2009"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2009.csv"
"SHCP"|"shcp"|"Cuenta Pública 2012"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2012.csv"
"SHCP"|"shcp"|"Cuenta Pública 2013 (Ramos Administrativos)"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2013_RA.csv"
"SHCP"|"shcp"|"Cuenta Pública 2013 (Entidades de Control Directo)"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2013_ECD.csv"
"SHCP"|"shcp"|"Cuenta Pública 2011"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2011.csv"
"SHCP"|"shcp"|"Cuenta Pública 2010"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/BD_Cuenta_Publica/CSV/Cuenta_Publica_2010.csv"
"SHCP"|"shcp"|"Proyecto de Presupuesto de Egresos 2015"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PPEF_2015.csv"
"SHCP"|"shcp"|"Proyecto de Presupuesto de Egresos 2015"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PPEF_2015.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2008"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2008_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2008"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2008_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2009"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2009_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2009"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2009_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2010"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2010_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2010"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2010_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2011"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2011_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2011"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2011_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2012"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2012_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2013"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2013_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2013"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2013_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2014"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2014_AC01.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2014"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PEF2014_AC01.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2015"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PPEF_2015.csv"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2015"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/XLSX/PPEF_2015.xlsx"
"SHCP"|"shcp"|"Presupuesto de Egresos de la Federación 2012"|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Bases_de_datos_presupuesto/CSV/PEF2012_AC01.csv"
"SHCP"|"shcp"|"Inventario Institucional de Datos de SHCP"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1086/Inventario_general_de_datos_SHCP_26082015.xlsx"
"SHCP"|"shcp"|"Obra Pública Abierta 2015."|"http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/OPA/2016/Proyectos_OPA.csv"
"SHCP"|"shcp"|"Requerimientos Financieros del Sector Público (RFSP) - Metodología Anterior"|"http://www.secciones.hacienda.gob.mx/work/models/ESTOPOR/datos_abiertos_EOPF/Requerimientos.zip"
"SHCP"|"shcp"|"Deuda Pública (Histórico 1990-2010)"|"http://www.secciones.hacienda.gob.mx/work/models/ESTOPOR/datos_abiertos_EOPF/DeudaH.zip"
"SHCP"|"shcp"|"Saldo Histórico de los Requerimientos Financieros del Sector Público (SHRFSP - Deuda Amplia)"|"http://www.secciones.hacienda.gob.mx/work/models/ESTOPOR/datos_abiertos_EOPF/Saldo.zip"
"SHCP"|"shcp"|"Saldo Histórico de los Requerimientos Financieros del Sector Público (SHRFSP - Deuda Amplia)"|"http://www.secciones.hacienda.gob.mx/work/models/ESTOPOR/datos_abiertos_EOPF/Saldo.csv"
