"dep"|"slug"|"rec"|"rec_url"
"PGR"|"pgr"|"Leyes y Reglamentos"|"http://pgrarchivos.blob.core.windows.net/datos-abiertos/DGALN_SJAI.rar"
"PGR"|"pgr"|"Atención Ciudadana DGPDSC-CEDAC"|"http://pgrarchivos.blob.core.windows.net/datos-abiertos/CEDAC.rar"
"BIRMEX"|"birmex"|"Plan de Apertura Institucional de BIRMEX"|"http://www.birmex.gob.mx/images/docs/plan_de_apertura.csv"
"BIRMEX"|"birmex"|"Productos que elabora Birmex"|"http://www.birmex.gob.mx/images/docs/proelaborabirmex.pdf"
"BIRMEX"|"birmex"|"Descripción de Vacunas"|"http://www.birmex.gob.mx/images/docs/vacunas.pdf"
"BIRMEX"|"birmex"|"Lotes liberados (Fabricación Nacional e Importados)"|"http://www.birmex.gob.mx/images/docs/lotesliberadosimpbirmex.xlsx"
"BIRMEX"|"birmex"|"Productos Registrados (Fabricados y Comercializados)"|"http://www.birmex.gob.mx/images/docs/proregistradosbirmex.xlsx"
"BIRMEX"|"birmex"|"Inventario Institucional de Datos de BIRMEX"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/859/Inventario_general_de_datos__V05_231015_BIRMEX.xlsx"
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"centro-de-investigaciones-y-estudios-superiores-en-antropologia-social"|"Plan de Apertura Institucional de Centro de Investigaciones y Estudios Superiores en Antropología Social"|"http://www.ciesas.edu.mx/datosabiertos/Plan_Apertura_CIESAS.csv"
"Centro de Investigaciones y Estudios Superiores en Antropología Social"|"centro-de-investigaciones-y-estudios-superiores-en-antropologia-social"|"Inventario Institucional de Datos de Centro de Investigaciones y Estudios Superiores en Antropología Social"|"http://www.ciesas.edu.mx/datosabiertos/Inv_Gral_Datos_CIESAS.xlsx"
"COLSAN"|"colsan"|"Inventario Institucional de Datos de COLSAN"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/141/inventario_general_de_datos_COLSAN.xlsx"
"COLSAN"|"colsan"|"Agua y Sociedad, Estudios Antropológicos, Estudios Literarios,  Estudios Políticios Internacionales e Historia"|"http://www.colsan.edu.mx/datosabiertos"
"COLSAN"|"colsan"|"Agua y Sociedad, Estudios Antropológicos, Estudios Literarios,  Estudios Políticios Internacionales e Historia"|"http://www.colsan.edu.mx/datosabiertos"
"COLSAN"|"colsan"|"Doctorado en Ciencias Sociales, Doctorado en Historia, Doctorado en Literatura Hispánica, Maestría en Antropología Social, Maestría en Asuntos Políticios y Políticas Públicas, Maestría en Gestión Sustentable del Agua, Maestría en Literatura Hispanoamericana, Maestría en Historia, Licenciatura en Relaciones Internacionales"|"http://www.colsan.edu.mx/datosabiertos"
"COLSAN"|"colsan"|"Convenios de Colaboración Internacionales."|"http://www.colsan.edu.mx/datosabiertos"
"COLSAN"|"colsan"|"Convenios de Colaboración Nacionales."|"http://www.colsan.edu.mx/datosabiertos"
"COLSAN"|"colsan"|"Plan de Apertura Institucional de COLSAN"|"http://adela.datos.gob.mx/plan-de-apertura/colsan/export.csv"
"SNICS"|"snics"|"CATALOGO NACIONAL DE VARIEDADES VEGETALES"|"http://sagarpa.gob.mx/quienesomos/datosabiertos/snics/Archivos_formatos_csv/CNVV_2014.csv"
"SNICS"|"snics"|"Programa de calificación de semillas para siembra por cultivo"|"http://sagarpa.gob.mx/quienesomos/datosabiertos/snics/Archivos_formatos_csv/Producci%C3%B3n_semillas_2013-2014.csv"
"SNICS"|"snics"|"Programa de calificación de semillas para siembra por ciclo agrícola"|"http://sagarpa.gob.mx/quienesomos/datosabiertos/snics/Archivos_formatos_csv/Producci%C3%B3n_semillas_por_ciclo_%202012-2014.csv"
"CONOCER"|"conocer"|"Inventario Institucional de Datos de CONOCER"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/224/inventario_general_de_datos.xlsx"
"CONOCER"|"conocer"|"Plan de Apertura Institucional de CONOCER"|"http://adela.datos.gob.mx/plan-de-apertura/conocer/export.csv"
"INECC"|"inecc"|"Concentraciones históricas validadas de contaminantes criterio en ciudades mexicanas"|"https://www.dropbox.com/s/k2wcb4h0k0f5srr/catalogo_DAA.csv?dl=0"
"INECC"|"inecc"|"Identidad química"|"https://www.dropbox.com/s/gc0yeelom9zn9lf/catalogo_v3.0_SQ.identidad%20quimica.csv?dl=0"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias químicas"|"https://www.dropbox.com/s/ervnt9r61flsyvy/catalogo_v3.0_SQ-cantidades%20importadas.csv?dl=0"
"CONAPRED"|"conapred"|"Datos de Quejas y Reclamaciones por Causas 2010, 2011, 2012, 2013, 2014"|"http://www.conapred.org.mx/datosabiertos/causas-datos.csv"
"CONAPRED"|"conapred"|"Datos de Quejas y Reclamaciones por Entidad 2010, 2011, 2012, 2013, 2014"|"http://www.conapred.org.mx/datosabiertos/entidad-datos.csv"
"CONAPRED"|"conapred"|"Tabla de número de servidores/as públicos federales sensibilizados en materia de igualdad y no discriminación por año"|"http://www.conapred.org.mx/datosabiertos/educacion.csv"
"API-GYM"|"api-gym"|"Consulta de la Estadísitica de carga en el Puerto de Guaymas."|"http://www.puertodeguaymas.com.mx/descargas/carga_real.csv"
"API-GYM"|"api-gym"|"Consulta del Programa Anual de Adquisiciones  en el Puerto de Guaymas."|"http://www.puertodeguaymas.com.mx/descargas/adquisiciones.csv"
"API-GYM"|"api-gym"|"Consulta de información detallada acerca de los montos maximos y minimos."|"http://www.puertodeguaymas.com.mx/descargas/montos_maximos_2015.csv"
"CIBNOR"|"cibnor"|"Inventario Institucional de Datos de CIBNOR"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1051/inventario_general_de_datos.xlsx"
"CIBNOR"|"cibnor"|"Plan de Apertura Institucional de CIBNOR"|"http://adela.datos.gob.mx/plan-de-apertura/cibnor/export.csv"
"CIBNOR"|"cibnor"|"Listado de Tesis de los programas de Maestría y Doctorado de Posgrado que inclye el Nivel de Estudios, Nombre del Estudiante, Título de Tesis, Tutores, y Año de Publicación"|"http://cibnor.mx/images/stories/transparencia/datos-abiertos/Tesis.xlsx"
"CIBNOR"|"cibnor"|"Reporte de proyectos científicos vigentes que incluye nombre del proyecto, tipo de recurso, convocatoria,  fecha de inicio, fecha finalizacion, insituciones participantes, objetivo y programa"|"http://cibnor.mx/images/stories/transparencia/datos-abiertos/Proyectos.xlsx"
"CONAFOR"|"conafor"|"Inventario Institucional de Datos de CONAFOR"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/136/inventario_general_de_datos.xlsx"
"CONAFOR"|"conafor"|"Plan de Apertura Institucional de CONAFOR"|"http://adela.datos.gob.mx/plan-de-apertura/conafor/export.csv"
"SFP"|"sfp"|"Servidores públicos que intervienen en contrataciones en la Administración Pública Federal al mes de septiembre de 2015"|"https://siac.funcionpublica.gob.mx/DatosAbiertos/reniresp/FuncionariosQueIntervienenEnContrataciones.csv"
"SFP"|"sfp"|"Inventario Institucional de Datos de SFP"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/979/inventario_general_de_datos.xlsx"
"Presidencia"|"presidencia"|"Relación de peticiones dirigidas al C. Presidente de mayo de 2014 a septiembre de 2015"|"https://drive.google.com/uc?export=download&id=0Bw1YBQEbBwzDSTlHdk83SElpakU"
"Presidencia"|"presidencia"|"Infraestructura Estratégica de Datos Abiertos marzo - septiembre de 2015"|"https://drive.google.com/uc?export=download&id=0Bw1YBQEbBwzDZjZ0WWd2bTdMbGs"
"Presidencia"|"presidencia"|"Histórico del catálogo de Datos Abiertos en datos.gob.mx de julio de 2014 a septiembre de 2015"|"https://drive.google.com/uc?export=download&id=0Bw1YBQEbBwzDRTZZMC16RWdSajQ"
"Presidencia"|"presidencia"|"Histórico del catálogo de recursos de Datos Abiertos en datos.gob.mx"|"https://drive.google.com/uc?export=download&id=0Bw1YBQEbBwzDT0ZDWXNWMTZWR0U"
"Presidencia"|"presidencia"|"Plan de Apertura Institucional de Presidencia"|"http://adela.datos.gob.mx/plan-de-apertura/presidencia/export.csv"
"Presidencia"|"presidencia"|"Inventario Institucional de Datos de Presidencia"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1218/Final_Inventario_Institucional_de_Datos_OPR_2015-12-11.xlsx"
"SAE"|"sae"|"Inventario Institucional de Datos de SAE"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/913/Inventario_General_de_Datos_octubre_01_2015_vf_v3.xlsx"
"SAE"|"sae"|"Información Financiera"|"http://www.sae.gob.mx/es/Quienes/informes_fin/sit_financiera/SiteAssets/SITUACION%20FINANCIERA_AGOSTO_2015.csv"
"SAE"|"sae"|"Empresas"|"http://www.sae.gob.mx/es/Empresas/SiteAssets/Paginas/default/RELACI%c3%93N%20DE%20EMPRESAS%20AGO2015.xls"
"SAE"|"sae"|"Plan de Apertura Institucional de SAE"|"http://adela.datos.gob.mx/plan-de-apertura/sae/export.csv"
"SAE"|"sae"|"Bienes en venta"|"http://subastas.sae.gob.mx/_layouts/download.aspx?SourceUrl=/RendicionDeCuentas/Documents/Base%20de%20Datos%20Abiertos.xls"
"SAE"|"sae"|"Información Financiera"|"http://www.sae.gob.mx/es/Quienes/informes_fin/sit_financiera/SiteAssets/ESTADO%20DE%20ACTIVIDADES_AGOSTO_2015.csv"
"SAE"|"sae"|"Avance Presupuestal"|"http://www.sae.gob.mx/es/Quienes/informes_fin/sit_presupuestal/SiteAssets/FLUJO-WEB_modificado_agosto__15.xls"
"API-LZC"|"api-lzc"|"Inventario Institucional de Datos de API-LZC"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/406/INVENTARIO_INSTITUCIONAL.xls"
"API-LZC"|"api-lzc"|"Licitaciones"|"http://www.puertolazarocardenas.com.mx/plc25/noticias/636-datos-abiertos"
"API-LZC"|"api-lzc"|"Estado de Actividades 2014"|"http://www.puertolazarocardenas.com.mx/plc25/noticias/636-datos-abiertos"
"API-LZC"|"api-lzc"|"Estado de Situación Financiera 2014"|"http://www.puertolazarocardenas.com.mx/plc25/noticias/636-datos-abiertos"
"API-LZC"|"api-lzc"|"Estadísticas"|"http://www.puertolazarocardenas.com.mx/plc25/noticias/636-datos-abiertos"
"API-LZC"|"api-lzc"|"Inversión en Obra Pública"|"http://www.puertolazarocardenas.com.mx/plc25/noticias/636-datos-abiertos"
"API-LZC"|"api-lzc"|"Plan de Apertura Institucional de API-LZC"|"http://adela.datos.gob.mx/plan-de-apertura/api-lzc/export.csv"
"HRAEB"|"hraeb"|"Equipos de cómputo, Teléfonos, Equipos de Impresión, Servidores, Equipo de Telecomunicacione instalados en el Hospital Regional de Alta Especialidad del Bajío."|"http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/Inventario_equipo_informatica_telecomunicaciones.csv"
"HRAEB"|"hraeb"|"Inventario Institucional de Datos de HRAEB"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/384/inventario_general_de_datos_SEPTIEMBRE.xlsx"
"HRAEB"|"hraeb"|"Tabla de número total de ingresos  realizados en el HRAEB "|"http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/Ingresos_hospitalarios.csv"
"HRAEB"|"hraeb"|"Tabla de número Total de felicitaciones recibidas en el HRAEB por mes "|"http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/felicitaciones_recibidas.csv"
"Telecomm"|"telecomm"|"Plan de Apertura Institucional de Telecomm"|"http://adela.datos.gob.mx/plan-de-apertura/telecomm/export.csv"
"INIFED"|"inifed"|"Plan de Apertura Institucional de INIFED"|"http://adela.datos.gob.mx/plan-de-apertura/inifed/export.csv"
"DICONSA"|"diconsa"|"Directorio de Almacenes con que cuenta Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Almacenes_Diconsa.csv"
"DICONSA"|"diconsa"|"Directorio de Comités de Abasto"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Comites_Abasto_Rural.csv"
"DICONSA"|"diconsa"|"Ubicación de Comités de Abasto"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Comites_Abasto_Rural.kml"
"DICONSA"|"diconsa"|"Directorio de Consejos Comunitarios de Abasto"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Consejos_Comunitarios_Abasto.csv"
"DICONSA"|"diconsa"|"Ubicación de Consejos Comunitarios de Abasto"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Consejos_Comunitarios_Abasto.kml"
"DICONSA"|"diconsa"|"Directorio de Sucursales con que cuenta Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/2_DirectorioSucursales.csv"
"DICONSA"|"diconsa"|"Directorio de Tiendas en operación que atiende Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Directorio_Tiendas.csv"
"DICONSA"|"diconsa"|"Directorio de tiendas instaladas en alguno de los 1,012 municipios considerados en la CNCH"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/CNCH.csv"
"DICONSA"|"diconsa"|"Ubicación de Almacenes con que cuenta Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Almacenes_Diconsa.kml"
"DICONSA"|"diconsa"|"Ubicación de localidades objetivo según reglas de operación vigentes"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Localidades_Objetivo.kml"
"DICONSA"|"diconsa"|"Ubicación de Tiendas en operación que atiende Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Ubicacion_Tiendas.kml"
"DICONSA"|"diconsa"|"Ubicación de tiendas instaladas en alguno de los 1,012 municipios considerados en la CNCH"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/CNCH.kml"
"DICONSA"|"diconsa"|"Reporte de viaticos otorgados al personal de Diconsa"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Reporte_de_viaticos.csv"
"DICONSA"|"diconsa"|"Matriz de Indicadores para Resultados (MIR)"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/MIR_Evaluacion_Desempeno.csv"
"DICONSA"|"diconsa"|"Reporte de Temas Frecuentes de solicitudes de acceso a la información"|"http://www.diconsa.gob.mx/datosabiertos/Archivos/Temas_frecuentes_solicitudes_acceso_informacion.csv"
"DICONSA"|"diconsa"|"Inventario Institucional de Datos de DICONSA"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/631/Inventario_de_datos_DICONSA_Agosto_2015_v_escuadron_vf.xlsx"
"DICONSA"|"diconsa"|"Plan de Apertura Institucional de DICONSA"|"http://adela.datos.gob.mx/plan-de-apertura/diconsa/export.csv"
"API-VSA"|"api-vsa"|"Inventario Institucional de Datos de API-VSA"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/5/inventario_general_de_datos.xlsx"
"API-VSA"|"api-vsa"|"Programación Anual de Cruceros para el 2015"|"http://www.puertodevallarta.com.mx/Documentos/Datos/ARRIBOS_2015.csv"
"API-VSA"|"api-vsa"|"Programación Mensual  de Cruceros"|"http://www.puertodevallarta.com.mx/Documentos/DatosACAL_MENSUAL.csv"
"API-VSA"|"api-vsa"|"Calendario Anual Programado de Mantenimiento por partidas"|"http://www.puertodevallarta.com.mx/Documentos/Datos/PAM2015.csv"
"API-VSA"|"api-vsa"|"Calendario Anual Programado de Adquisiciones y Servicios, por partida"|"http://www.puertodevallarta.com.mx/Documentos/Datos/PAAS2015.csv"
"API-VSA"|"api-vsa"|"Movimiento Mensual de Cruceros y Embarcaciones Durante el Mes"|"http://www.puertodevallarta.com.mx/Documentos/Datos/ESTADISTICAS.csv"
"API-VSA"|"api-vsa"|"Plan de Apertura Institucional de API-VSA"|"http://adela.datos.gob.mx/plan-de-apertura/api-vsa/export.csv"
"Canal 11"|"canal-11"|"Inventario Institucional de Datos de Canal 11"|"http://www.oncetv-ipn.net/acercade/transparencia/InventarioInstitucionalDeDatos.csv"
"Canal 11"|"canal-11"|"Plan de Apertura Institucional de Canal 11"|"http://www.oncetv-ipn.net/acercade/transparencia/PlanDeApertura.csv"
"API-ATM"|"api-atm"|"Programa Anual de Adquisiciones, Arrendamientos y Servicios"|"http://www.puertoaltamira.com.mx/upl/datosabiertos/PAAAS_2015.pdf"
"HGGEA"|"hggea"|"Inventario Institucional de Datos de HGGEA"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1039/InventarioInstitucional_v3.xlsx"
"COLEF"|"colef"|"Inventario Institucional de Datos de COLEF"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/742/inventario_general_de_datos_Colef.xlsx"
"COLEF"|"colef"|"Plan de Apertura Institucional de COLEF"|"http://adela.datos.gob.mx/plan-de-apertura/colef/export.csv"
"CIDETEQ"|"cideteq"|"Inventario Institucional de Datos de CIDETEQ"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/277/CIDETEQ_Inventario_general_fase_1__1_.xlsx"
"CIDETEQ"|"cideteq"|"Plan de Apertura Institucional de CIDETEQ"|"http://adela.datos.gob.mx/plan-de-apertura/cideteq/export.csv"
"API-TAM"|"api-tam"|"Estados Financieros"|"http://puertodetampico.com.mx/datos_abiertos/recursos_financieros.csv"
"API-TAM"|"api-tam"|"Tabla con información anual de los últimos 10 años del movimiento portuario "|"http://puertodetampico.com.mx/datos_abiertos/serie_anual_e_historica_del_movimiento_portuario.csv"
"API-TAM"|"api-tam"|"Tabla de empresas Cesionarias"|"http://puertodetampico.com.mx/datos_abiertos/cesion_parcial_de_derechos.csv"
"API-TAM"|"api-tam"|"Número de buques manejados por Agencia Consignataria."|"http://puertodetampico.com.mx/datos_abiertos/buques_por_agencia_consignataria.csv"
"API-TAM"|"api-tam"|"Comparativo de la ocupación de muelles Públicos."|"http://puertodetampico.com.mx/datos_abiertos/ocupacion_de_muelles.csv"
"API-TAM"|"api-tam"|"Plan de Apertura Institucional de API-TAM"|"http://adela.datos.gob.mx/plan-de-apertura/api-tam/export.csv"
"API-TAM"|"api-tam"|"Inventario Institucional de Datos de API-TAM"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/187/inventario_general_de_datos.xlsx"
"API-TAM"|"api-tam"|"Programa anual de Mantenimiento"|"http://puertodetampico.com.mx/datos_abiertos/mantenimiento_portuario.csv"
"API-TAM"|"api-tam"|"Programa anual de Obra"|"http://puertodetampico.com.mx/datos_abiertos/obras_portuarias.csv"
"API-TAM"|"api-tam"|"Tabla de Prestadores de Servicios Portuarios"|"http://puertodetampico.com.mx/datos_abiertos/prestacion_de_servicios_portuarios.csv"
"API-TAM"|"api-tam"|"Número mensual de ingresos a las Terminales Públicas y Ex Aduana Local"|"http://puertodetampico.com.mx/datos_abiertos/registro_de_acceso_vehicular_y_de_personas.csv"
"API-TAM"|"api-tam"|"Programa con estrategias de desarrollo, compromisos de desarrollo portuario en el corto y mediano plazo, visión y misión del puerto de Tampico"|"http://puertodetampico.com.mx/datos_abiertos/programa_maestro_desarrollo_puerto_tampico.pdf"
"API-TAM"|"api-tam"|"Relación de contrataciones"|"http://puertodetampico.com.mx/datos_abiertos/adquisiciones_arrendamientos_y_servicios.csv"
"API-TAM"|"api-tam"|"Estructura organizacional"|"http://puertodetampico.com.mx/datos_abiertos/estructura_organizacional.csv"
"SENASICA"|"senasica"|"Inventario Institucional de Datos de SENASICA"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1123/inventario_general_de_datos.xlsx"
"SENASICA"|"senasica"|"Plan de Apertura Institucional de SENASICA"|"http://adela.datos.gob.mx/plan-de-apertura/senasica/export.csv"
"HRAEB"|"hraeb"|"Tabla de número Total de quejas recibidas en el HRAEB por mes "|"http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/quejas_recibidas.csv"
"HRAEB"|"hraeb"|"Tabla de número total de trasplantes renales realizadas en el HRAEB"|"http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/Trasplantes_renales.csv"
"HRAEB"|"hraeb"|"Plan de Apertura Institucional de HRAEB"|"http://adela.datos.gob.mx/plan-de-apertura/hraeb/export.csv"
"IMP"|"imp"|"Relacion de patentes del IMP"|"http://www.imp.mx/DatosAbiertos/Patentes.csv"
"IMP"|"imp"|"Líneas de investigación en las que se integran investigadores(as) y especialistas del IMP que atenderán y ejecutarán los proyectos que requiera el sector energético"|"http://www.imp.mx/DatosAbiertos/Lineas.csv"
"IMP"|"imp"|"Número de laboratorios  del IMP"|"http://www.imp.mx/DatosAbiertos/Laboratorios.csv"
"IMP"|"imp"|"Documental especializado en materia de petróleo en México"|"http://www.imp.mx/DatosAbiertos/Biblioteca.csv"
"Ayuntamiento de Veracruz"|"ayuntamiento-de-veracruz"|"Listado de normas generales de ordenamiento territorial de <Veracruz/Veracruz> del periodo <2015-01-01/2015-12-31>"|"http://www.veracruzmunicipio.gob.mx/wp-content/uploads/2015/10/Normas-Generales-de-Ordenamiento-Territorial-en-formato-PDF.pdf"
"INC"|"inc"|"Información de la gestión de aulas del Instituto."|"https://www.cardiologia.org.mx/datos_abiertos/xls/agenda_de_aulas.xlsx"
"Estado de Veracruz"|"estado-de-veracruz"|"precipitacion anual por localidad"|"https://www.dropbox.com/s/r6yrnjudwep6rkk/PRECIPITACION%20ANUAL%20POR%20LOCALIDAD.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"rango anual de tormentas electricas por localidad"|"https://www.dropbox.com/s/ogr2g2t0rwfkmw8/LOCALIDADES%20SUSCEPTIBLES%20DE%20TORMENTAS%20ELECTRICAS%2C%20DISTRIBUIDAS%20POR%20RANGO%20ANUAL.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"Autorizacion para aprovechamientos en terrenos no Forestales"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Programa de Ordenamiento Territorial"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfkg5NU43NGl4Mk1aVlh3R2R4RzV5cTBma3ZzS2c3N1hHakpmeVVkLTlodE0&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"refugios temporales"|"https://www.dropbox.com/s/xnavo3t9ytwh21l/REFUGIOS%20TEMPORALES%20EN%20EL%20ESTADO.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"localidades susceptibles a inundacion"|"https://www.dropbox.com/s/cpfadjbgj8igyv5/LOCALIDADES%20SUSCEPTIBLES%20A%20INUNDACION.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"localidades con peligro volcanico citlaltepetl"|"https://www.dropbox.com/s/klb87jyreqqjcr5/LOCALIDADES%20CON%20PELIGRO%20VOLCANICO%20CITLALTEPETL.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"escuelas en zonas susceptibles a inundacion"|"https://www.dropbox.com/s/83u1wzkkfppu0uw/ESCUELAS%20EN%20ZONAS%20SUSCEPTIBLES%20A%20INUNDACION.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"localidades en areas susceptibles a incedio forestal"|"https://www.dropbox.com/s/6mo376pta2r8k7k/LOCALIDADES%20EN%20AREAS%20SUSCEPTIBLES%20A%20INCENDIOS%20FORESTALES.xlsx?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"areas privadas de conservacion"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfnd6cVpnbk1NSmU3VEVvbUpURHpJTmRNV1B3SHlKZ1REVFhXMzF1aFBlbzQ&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Donacion de Plantas 2014"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfnFSS21ET3hpbGR2c3dHWmN4UHN2aHhZX3RHajNsX0YzV2JGMGlORFFnYU0&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk#list"
"Estado de Veracruz"|"estado-de-veracruz"|"Beneficiados totales en los Programas y subprogramas de Prevencion del Delito y Proximidad Ciudadana"|"https://www.dropbox.com/s/a86jfzc1x8jgkrj/Prevencion_Delito_Beneficiados_programas_subprogramas_2015.csv?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"Beneficiados en los Programas de Prevencion del Delito y Proximidad Ciudadana"|"https://www.dropbox.com/s/nvtbinrs2d30inr/Prevencion_Delit_Beneficiados_Totales_2015.csv?dl=0"
"Estado de Veracruz"|"estado-de-veracruz"|"Loro Huasteco"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Cerro del Algodon"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Fco. Javier Clavijero"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Cienega del Fuerte"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Tejar Garnica"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
"Estado de Veracruz"|"estado-de-veracruz"|"Molino de San Roque"|"https://drive.google.com/folderview?id=0B87bmmJLaLIgfjlqeG9vZnhieGVZX3U3V0Z4NTlqT2k3aXNTOW5ZcEplRXZhR0lqWERYbTg&usp=sharing&tid=0B87bmmJLaLIgfjcxYVVqSF9YVnpjcmh6M2dfVkRfYWNUb2tUNE5rRDl0QXR5bVpoa3hwTUk"
